"date","rate","reverseRate","isoCode","wasMissing"
"2022-07-11T00:00:00.000Z","5.34599","18.7056","THB",
"2022-07-10T00:00:00.000Z","5.34351","18.7143","THB",1
"2022-07-09T00:00:00.000Z","5.34351","18.7143","THB",1
"2022-07-08T00:00:00.000Z","5.34351","18.7143","THB",
"2022-07-07T00:00:00.000Z","5.32343","18.7849","THB",
"2022-07-06T00:00:00.000Z","5.31765","18.8053","THB",
"2022-07-05T00:00:00.000Z","5.30337","18.8559","THB",
"2022-07-04T00:00:00.000Z","5.24379","19.0702","THB",
"2022-07-03T00:00:00.000Z","5.25959","19.0129","THB",1
"2022-07-02T00:00:00.000Z","5.25959","19.0129","THB",1
"2022-07-01T00:00:00.000Z","5.25959","19.0129","THB",
"2022-06-30T00:00:00.000Z","5.32141","18.792","THB",
"2022-06-29T00:00:00.000Z","5.29676","18.8795","THB",
"2022-06-28T00:00:00.000Z","5.26412","18.9965","THB",
"2022-06-27T00:00:00.000Z","5.23495","19.1024","THB",
"2022-06-26T00:00:00.000Z","5.23509","19.1019","THB",1
"2022-06-25T00:00:00.000Z","5.23509","19.1019","THB",1
"2022-06-24T00:00:00.000Z","5.23509","19.1019","THB",
"2022-06-23T00:00:00.000Z","5.249","19.0512","THB",
"2022-06-22T00:00:00.000Z","5.24618","19.0615","THB",
"2022-06-21T00:00:00.000Z","5.24436","19.0681","THB",
"2022-06-20T00:00:00.000Z","5.26369","18.9981","THB",
"2022-06-19T00:00:00.000Z","5.28974","18.9045","THB",1
"2022-06-18T00:00:00.000Z","5.28974","18.9045","THB",1
"2022-06-17T00:00:00.000Z","5.28974","18.9045","THB",
"2022-06-16T00:00:00.000Z","5.34877","18.6959","THB",
"2022-06-15T00:00:00.000Z","5.35418","18.677","THB",
"2022-06-14T00:00:00.000Z","5.34877","18.6959","THB",
"2022-06-13T00:00:00.000Z","5.36947","18.6238","THB",
"2022-06-12T00:00:00.000Z","5.31851","18.8023","THB",1
"2022-06-11T00:00:00.000Z","5.31851","18.8023","THB",1
"2022-06-10T00:00:00.000Z","5.31851","18.8023","THB",
"2022-06-09T00:00:00.000Z","5.27476","18.9582","THB",
"2022-06-08T00:00:00.000Z","5.27519","18.9567","THB",
"2022-06-07T00:00:00.000Z","5.31938","18.7992","THB",
"2022-06-06T00:00:00.000Z","5.31851","18.8023","THB",
"2022-06-05T00:00:00.000Z","5.31808","18.8038","THB",1
"2022-06-04T00:00:00.000Z","5.31808","18.8038","THB",1
"2022-06-03T00:00:00.000Z","5.31808","18.8038","THB",
"2022-06-02T00:00:00.000Z","5.32141","18.792","THB",
"2022-06-01T00:00:00.000Z","5.31461","18.8161","THB",
"2022-05-31T00:00:00.000Z","5.32184","18.7905","THB",
"2022-05-30T00:00:00.000Z","5.32924","18.7644","THB",
"2022-05-29T00:00:00.000Z","5.3454","18.7077","THB",1
"2022-05-28T00:00:00.000Z","5.3454","18.7077","THB",1
"2022-05-27T00:00:00.000Z","5.3454","18.7077","THB",
"2022-05-26T00:00:00.000Z","5.3454","18.7077","THB",
"2022-05-25T00:00:00.000Z","5.35111","18.6877","THB",
"2022-05-24T00:00:00.000Z","5.37168","18.6161","THB",1
"2022-05-23T00:00:00.000Z","5.37168","18.6161","THB",
"2022-05-22T00:00:00.000Z","5.39034","18.5517","THB",1
"2022-05-21T00:00:00.000Z","5.39034","18.5517","THB",1
"2022-05-20T00:00:00.000Z","5.39034","18.5517","THB",
"2022-05-19T00:00:00.000Z","5.38159","18.5819","THB",
"2022-05-18T00:00:00.000Z","5.37331","18.6105","THB",
"2022-05-17T00:00:00.000Z","5.37892","18.5911","THB",
"2022-05-16T00:00:00.000Z","5.39182","18.5466","THB",
"2022-05-15T00:00:00.000Z","5.41646","18.4622","THB",1
"2022-05-14T00:00:00.000Z","5.41646","18.4622","THB",1
"2022-05-13T00:00:00.000Z","5.41646","18.4622","THB",
"2022-05-12T00:00:00.000Z","5.41032","18.4832","THB",
"2022-05-11T00:00:00.000Z","5.35961","18.6581","THB",
"2022-05-10T00:00:00.000Z","5.36608","18.6356","THB",
"2022-05-09T00:00:00.000Z","5.35888","18.6606","THB",
"2022-05-08T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-05-07T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-05-06T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-05-05T00:00:00.000Z","5.42894","18.4198","THB",
"2022-05-04T00:00:00.000Z","5.41226","18.4766","THB",
"2022-05-03T00:00:00.000Z","5.37508","18.6044","THB",
"2022-05-02T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-05-01T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-04-30T00:00:00.000Z","5.42894","18.4198","THB",1
"2022-04-29T00:00:00.000Z","5.42894","18.4198","THB",
"2022-04-28T00:00:00.000Z","5.41002","18.4842","THB",
"2022-04-27T00:00:00.000Z","5.38336","18.5758","THB",
"2022-04-26T00:00:00.000Z","5.34438","18.7112","THB",
"2022-04-25T00:00:00.000Z","5.30165","18.8621","THB",1
"2022-04-24T00:00:00.000Z","5.30165","18.8621","THB",1
"2022-04-23T00:00:00.000Z","5.30165","18.8621","THB",1
"2022-04-22T00:00:00.000Z","5.30165","18.8621","THB",1
"2022-04-21T00:00:00.000Z","5.30165","18.8621","THB",
"2022-04-20T00:00:00.000Z","5.34862","18.6964","THB",
"2022-04-19T00:00:00.000Z","5.36343","18.6448","THB",
"2022-04-18T00:00:00.000Z","5.34161","18.7209","THB",
"2022-04-17T00:00:00.000Z","5.34161","18.7209","THB",1
"2022-04-16T00:00:00.000Z","5.34161","18.7209","THB",1
"2022-04-15T00:00:00.000Z","5.34161","18.7209","THB",
"2022-04-14T00:00:00.000Z","5.34161","18.7209","THB",
"2022-04-13T00:00:00.000Z","5.38722","18.5624","THB",
"2022-04-12T00:00:00.000Z","5.35389","18.678","THB",
"2022-04-11T00:00:00.000Z","5.3419","18.7199","THB",
"2022-04-10T00:00:00.000Z","5.3602","18.656","THB",1
"2022-04-09T00:00:00.000Z","5.3602","18.656","THB",1
"2022-04-08T00:00:00.000Z","5.3602","18.656","THB",
"2022-04-07T00:00:00.000Z","5.35243","18.6831","THB",
"2022-04-06T00:00:00.000Z","5.32909","18.7649","THB",
"2022-04-05T00:00:00.000Z","5.32967","18.7629","THB",
"2022-04-04T00:00:00.000Z","5.30121","18.8636","THB",
"2022-04-03T00:00:00.000Z","5.29447","18.8876","THB",1
"2022-04-02T00:00:00.000Z","5.29447","18.8876","THB",1
"2022-04-01T00:00:00.000Z","5.29447","18.8876","THB",
"2022-03-31T00:00:00.000Z","5.29877","18.8723","THB",
"2022-03-30T00:00:00.000Z","5.26553","18.9914","THB",
"2022-03-29T00:00:00.000Z","5.24492","19.0661","THB",
"2022-03-28T00:00:00.000Z","5.28217","18.9316","THB",
"2022-03-27T00:00:00.000Z","5.29949","18.8697","THB",1
"2022-03-26T00:00:00.000Z","5.29949","18.8697","THB",1
"2022-03-25T00:00:00.000Z","5.29949","18.8697","THB",
"2022-03-24T00:00:00.000Z","5.30942","18.8344","THB",
"2022-03-23T00:00:00.000Z","5.29103","18.8999","THB",
"2022-03-22T00:00:00.000Z","5.30308","18.857","THB",
"2022-03-21T00:00:00.000Z","5.2806","18.9372","THB",
"2022-03-20T00:00:00.000Z","5.32271","18.7874","THB",1
"2022-03-19T00:00:00.000Z","5.32271","18.7874","THB",1
"2022-03-18T00:00:00.000Z","5.32271","18.7874","THB",
"2022-03-17T00:00:00.000Z","5.31953","18.7987","THB",
"2022-03-16T00:00:00.000Z","5.332","18.7547","THB",
"2022-03-15T00:00:00.000Z","5.3087","18.837","THB",
"2022-03-14T00:00:00.000Z","5.34526","18.7082","THB",
"2022-03-13T00:00:00.000Z","5.35228","18.6836","THB",1
"2022-03-12T00:00:00.000Z","5.35228","18.6836","THB",1
"2022-03-11T00:00:00.000Z","5.35228","18.6836","THB",
"2022-03-10T00:00:00.000Z","5.32779","18.7695","THB",
"2022-03-09T00:00:00.000Z","5.38411","18.5732","THB",
"2022-03-08T00:00:00.000Z","5.40942","18.4863","THB",
"2022-03-07T00:00:00.000Z","5.45316","18.338","THB",
"2022-03-06T00:00:00.000Z","5.46688","18.292","THB",1
"2022-03-05T00:00:00.000Z","5.46688","18.292","THB",1
"2022-03-04T00:00:00.000Z","5.46688","18.292","THB",
